candidate_id,smiles,provenance,canonical_smiles,contract_valid,rejection_reasons,ad_max_morgan_tanimoto,ad_status,morphology_family,molecular_weight,ring_count,sp3_fraction,heteroatom_count
rnn-2202-08342,[N-]=[N+]=Nc1ccccc1CCCC(=O)O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCCC(=O)O,true,,0.648649,in_domain,heteroatom_rich,205.217,1,0.2000,5
rnn-2202-08414,[N-]=[N+]=Nc1ccccc1CCc1cc(OC(N(C)C)=O)cc(C(=O)O)c1,smiles-rnn-promptsmiles,CN(C)C(=O)Oc1cc(CCc2ccccc2N=[N+]=[N-])cc(C(=O)O)c1,true,,0.518519,in_domain,heteroatom_rich,354.366,2,0.1538,8
rnn-2202-08517,[N-]=[N+]=Nc1ccccc1C(Nc1ccc2c(c1)OCO2)(C)C,smiles-rnn-promptsmiles,CC(C)(Nc1ccc2c(c1)OCO2)c1ccccc1N=[N+]=[N-],true,,0.428571,in_domain,fused_or_polycyclic,296.330,3,0.1818,6
rnn-2202-08592,[N-]=[N+]=Nc1ccccc1C(C)(C)CC(O)=O,smiles-rnn-promptsmiles,CC(C)(CC(=O)O)c1ccccc1N=[N+]=[N-],true,,0.425532,in_domain,heteroatom_rich,219.244,1,0.2500,5
rnn-2202-08643,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccc(S(=O)(=O)N)cc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccc(S(N)(=O)=O)cc1,true,,0.529412,in_domain,heteroatom_rich,345.384,2,0.1667,9
rnn-2202-08743,[N-]=[N+]=Nc1ccccc1CCN(CCO)C,smiles-rnn-promptsmiles,CN(CCO)CCc1ccccc1N=[N+]=[N-],true,,0.581395,in_domain,flexible_sp3_rich,220.276,1,0.4375,5
rnn-2202-08768,[N-]=[N+]=Nc1ccccc1C1NC(=O)NCC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CCNC(=O)N1,true,,0.500000,in_domain,heteroatom_rich,217.232,2,0.1875,6
rnn-2202-09042,[N-]=[N+]=Nc1ccccc1C1CCCC(NC(=O)C)C1,smiles-rnn-promptsmiles,CC(=O)NC1CCCC(c2ccccc2N=[N+]=[N-])C1,true,,0.568182,in_domain,flexible_sp3_rich,258.325,2,0.3684,5
rnn-2202-09044,[N-]=[N+]=Nc1ccccc1CCC(Nc1c(OC)cccc1)=O,smiles-rnn-promptsmiles,COc1ccccc1NC(=O)CCc1ccccc1N=[N+]=[N-],true,,0.638298,in_domain,heteroatom_rich,296.330,2,0.1364,6
rnn-2202-09202,[N-]=[N+]=Nc1ccccc1SCC(Nc1c(CC)cccc1)=O,smiles-rnn-promptsmiles,CCc1ccccc1NC(=O)CSc1ccccc1N=[N+]=[N-],true,,0.479167,in_domain,heteroatom_rich,312.398,2,0.1818,6
rnn-2202-09246,[N-]=[N+]=Nc1ccccc1C(C)OCCC,smiles-rnn-promptsmiles,CCCOC(C)c1ccccc1N=[N+]=[N-],true,,0.487179,in_domain,flexible_sp3_rich,205.261,1,0.4000,4
rnn-2202-09381,[N-]=[N+]=Nc1ccccc1CC(C(O)(C(Cl)(Cl)Cl)O)Nc1cc(Cl)c(F)cc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CC(Nc1ccc(F)c(Cl)c1)C(O)(O)C(Cl)(Cl)Cl,true,,0.403509,in_domain,flexible_sp3_rich,454.116,2,0.4074,11
rnn-2202-09427,[N-]=[N+]=Nc1ccccc1CCc1c(C)n(-c2nc3sccn3c(=O)c2)c(C)n1,smiles-rnn-promptsmiles,Cc1nc(CCc2ccccc2N=[N+]=[N-])c(C)n1-c1cc(=O)n2ccsc2n1,true,,0.406780,in_domain,fused_or_polycyclic,391.460,4,0.1429,9
rnn-2202-09455,[N-]=[N+]=Nc1ccccc1C(C)N(C(C)=O)C,smiles-rnn-promptsmiles,CC(=O)N(C)C(C)c1ccccc1N=[N+]=[N-],true,,0.446809,in_domain,heteroatom_rich,218.260,1,0.2500,5
rnn-2202-09492,[N-]=[N+]=Nc1ccccc1Nc1cccc2c1CCCC2O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1Nc1cccc2c1CCCC2O,true,,0.446809,in_domain,fused_or_polycyclic,280.331,3,0.2381,5
rnn-2202-09515,[N-]=[N+]=Nc1ccccc1C(CO)NC(=O)c1sccc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C(CO)NC(=O)c1cccs1,true,,0.388889,in_domain,heteroatom_rich,288.332,2,0.1500,7
rnn-2202-09560,[N-]=[N+]=Nc1ccccc1CCCc1ccccc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCCc1ccccc1,true,,0.933333,in_domain,diaryl_or_bicyclic,237.306,2,0.1667,3
rnn-2202-09617,[N-]=[N+]=Nc1ccccc1CCN1C(=O)C2CCCC(C1)N2,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCN1CC2CCCC(N2)C1=O,true,,0.462963,in_domain,fused_or_polycyclic,285.351,3,0.4286,6
rnn-2202-09658,[N-]=[N+]=Nc1ccccc1CCN1CCN(c2cccc(Cl)c2Cl)CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCN1CCN(c2cccc(Cl)c2Cl)CC1,true,,0.531915,in_domain,fused_or_polycyclic,376.291,3,0.3600,7
rnn-2202-09808,[N-]=[N+]=Nc1ccccc1CCc1nc2ccccc2o1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCc1nc2ccccc2o1,true,,0.586957,in_domain,fused_or_polycyclic,264.288,3,0.1000,5
rnn-2202-09814,[N-]=[N+]=Nc1ccccc1CCC=C(C)C,smiles-rnn-promptsmiles,CC(C)=CCCc1ccccc1N=[N+]=[N-],true,,0.648649,in_domain,simple_aryl_tether,201.273,1,0.2667,3
rnn-2202-09839,[N-]=[N+]=Nc1ccccc1CC(C(O)C(O)CO)N,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CC(N)C(O)C(O)CO,true,,0.488889,in_domain,flexible_sp3_rich,252.274,1,0.5000,7
rnn-3303-00225,[N-]=[N+]=Nc1ccccc1C(C)c1ccc(N)cc1,smiles-rnn-promptsmiles,CC(c1ccc(N)cc1)c1ccccc1N=[N+]=[N-],true,,0.431818,in_domain,diaryl_or_bicyclic,238.294,2,0.1111,4
rnn-3303-00323,[N-]=[N+]=Nc1ccccc1CCCn1cncc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCCn1ccnc1,true,,0.534884,in_domain,heteroatom_rich,227.271,2,0.1765,5
rnn-3303-00358,[N-]=[N+]=Nc1ccccc1C(C)OC(NC1CCCCC1)=O,smiles-rnn-promptsmiles,CC(OC(=O)NC1CCCCC1)c1ccccc1N=[N+]=[N-],true,,0.392157,in_domain,flexible_sp3_rich,288.351,2,0.3810,6
rnn-3303-00486,[N-]=[N+]=Nc1ccccc1C(C)(C)CO,smiles-rnn-promptsmiles,CC(C)(CO)c1ccccc1N=[N+]=[N-],true,,0.447368,in_domain,flexible_sp3_rich,191.234,1,0.3571,4
rnn-3303-00792,[N-]=[N+]=Nc1ccccc1C(C)N1CCCC(C(=O)OCC)C1,smiles-rnn-promptsmiles,CCOC(=O)C1CCCN(C(C)c2ccccc2N=[N+]=[N-])C1,true,,0.426230,in_domain,flexible_sp3_rich,302.378,2,0.4545,6
rnn-3303-00796,[N-]=[N+]=Nc1ccccc1C1CC1C(C)C,smiles-rnn-promptsmiles,CC(C)C1CC1c1ccccc1N=[N+]=[N-],true,,0.512821,in_domain,flexible_sp3_rich,201.273,2,0.4000,3
rnn-3303-00808,[N-]=[N+]=Nc1ccccc1C(Nc1ccccc1C(C)C)=O,smiles-rnn-promptsmiles,CC(C)c1ccccc1NC(=O)c1ccccc1N=[N+]=[N-],true,,0.384615,in_domain,heteroatom_rich,280.331,2,0.1429,5
rnn-3303-00951,[N-]=[N+]=Nc1ccccc1C(C)n1ncnc1,smiles-rnn-promptsmiles,CC(c1ccccc1N=[N+]=[N-])n1cncn1,true,,0.380000,in_domain,heteroatom_rich,214.232,2,0.1250,6
rnn-3303-01006,[N-]=[N+]=Nc1ccccc1CCC(S(O)(=O)=O)(C)C,smiles-rnn-promptsmiles,CC(C)(CCc1ccccc1N=[N+]=[N-])S(=O)(=O)O,true,,0.550000,in_domain,flexible_sp3_rich,269.326,1,0.3889,7
rnn-3303-01063,[N-]=[N+]=Nc1ccccc1CCS,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCS,true,,0.677419,in_domain,simple_aryl_tether,179.248,1,0.2500,4
rnn-3303-01203,[N-]=[N+]=Nc1ccccc1C(C)[N+]([O-])=O,smiles-rnn-promptsmiles,CC(c1ccccc1N=[N+]=[N-])[N+](=O)[O-],true,,0.409091,in_domain,heteroatom_rich,192.178,1,0.1429,6
rnn-3303-01307,[N-]=[N+]=Nc1ccccc1C1N(Cc2ccccc2)C(=O)CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CCC(=O)N1Cc1ccccc1,true,,0.446809,in_domain,fused_or_polycyclic,292.342,3,0.1818,5
rnn-3303-01425,[N-]=[N+]=Nc1ccccc1C(C(F)F)N,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C(N)C(F)F,true,,0.384615,in_domain,flexible_sp3_rich,198.176,1,0.3571,6
rnn-3303-01562,[N-]=[N+]=Nc1ccccc1CC1C(=O)c2ccccc2C1=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CC1C(=O)c2ccccc2C1=O,true,,0.487179,in_domain,fused_or_polycyclic,277.283,3,0.0952,5
rnn-3303-01923,[N-]=[N+]=Nc1ccccc1C(C)(C)OS(=O)(=O)N,smiles-rnn-promptsmiles,CC(C)(OS(N)(=O)=O)c1ccccc1N=[N+]=[N-],true,,0.370370,in_domain,flexible_sp3_rich,256.287,1,0.3529,8
rnn-3303-02102,[N-]=[N+]=Nc1ccccc1CC(Nc1c(C)cccc1CC)=O,smiles-rnn-promptsmiles,CCc1cccc(C)c1NC(=O)Cc1ccccc1N=[N+]=[N-],true,,0.500000,in_domain,heteroatom_rich,294.358,2,0.1818,5
rnn-3303-02106,[N-]=[N+]=Nc1ccccc1CCC(=O)NCCO,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)NCCO,true,,0.613636,in_domain,heteroatom_rich,234.259,1,0.2941,6
rnn-3303-02493,[N-]=[N+]=Nc1ccccc1C(CC)(CC)CC,smiles-rnn-promptsmiles,CCC(CC)(CC)c1ccccc1N=[N+]=[N-],true,,0.514286,in_domain,flexible_sp3_rich,217.316,1,0.4375,3
rnn-3303-02587,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1cccc(Cl)c1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1cccc(Cl)c1,true,,0.540000,in_domain,heteroatom_rich,300.749,2,0.1429,6
rnn-3303-02723,[N-]=[N+]=Nc1ccccc1CCN1CC2(CC1c1ccccc1)CCCC2,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCN1CC2(CCCC2)CC1c1ccccc1,true,,0.444444,in_domain,fused_or_polycyclic,346.478,4,0.4231,4
rnn-3303-02784,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1c(OC)ccc(OC)c1,smiles-rnn-promptsmiles,COc1ccc(OC)c(NC(=O)CCc2ccccc2N=[N+]=[N-])c1,true,,0.576923,in_domain,heteroatom_rich,326.356,2,0.1667,7
rnn-3303-02930,[N-]=[N+]=Nc1ccccc1C1N(C)c2c(cccc2C(N)=O)C1,smiles-rnn-promptsmiles,CN1c2c(cccc2C(N)=O)CC1c1ccccc1N=[N+]=[N-],true,,0.377358,in_domain,fused_or_polycyclic,293.330,3,0.1364,6
rnn-3303-02997,[N-]=[N+]=Nc1ccccc1C(C)(C)S(=O)(c1ccc(CC)cc1)=O,smiles-rnn-promptsmiles,CCc1ccc(S(=O)(=O)C(C)(C)c2ccccc2N=[N+]=[N-])cc1,true,,0.382979,in_domain,heteroatom_rich,329.425,2,0.2609,6
rnn-3303-03209,[N-]=[N+]=Nc1ccccc1CCc1c(=O)c2ccc(N(C)C)cc2oc1C(C)C,smiles-rnn-promptsmiles,CC(C)c1oc2cc(N(C)C)ccc2c(=O)c1CCc1ccccc1N=[N+]=[N-],true,,0.508772,in_domain,fused_or_polycyclic,376.460,3,0.2500,6
rnn-3303-03269,[N-]=[N+]=Nc1ccccc1CCC(Nc1nnc(S(=O)(=O)N)s1)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1nnc(S(N)(=O)=O)s1,true,,0.482143,in_domain,heteroatom_rich,353.389,2,0.1739,12
rnn-3303-03362,[N-]=[N+]=Nc1ccccc1CCc1c(=O)c(O)cccc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCc1ccccc(O)c1=O,true,,0.594595,in_domain,heteroatom_rich,267.288,2,0.1000,5
rnn-3303-03538,[N-]=[N+]=Nc1ccccc1CCC(Nc1cccc(C(C)(C)C)c1)=O,smiles-rnn-promptsmiles,CC(C)(C)c1cccc(NC(=O)CCc2ccccc2N=[N+]=[N-])c1,true,,0.538462,in_domain,heteroatom_rich,322.412,2,0.2500,5
rnn-3303-03658,[N-]=[N+]=Nc1ccccc1C(C)N(C)C,smiles-rnn-promptsmiles,CC(c1ccccc1N=[N+]=[N-])N(C)C,true,,0.439024,in_domain,flexible_sp3_rich,190.250,1,0.3571,4
rnn-3303-03922,[N-]=[N+]=Nc1ccccc1CCC(N1C(=O)c2c(c(Cl)ccc2)C1=O)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)N1C(=O)c2cccc(Cl)c2C1=O,true,,0.500000,in_domain,fused_or_polycyclic,354.753,3,0.1200,8
rnn-3303-03930,[N-]=[N+]=Nc1ccccc1C(CC)NC(=O)c1ccc(Br)cc1,smiles-rnn-promptsmiles,CCC(NC(=O)c1ccc(Br)cc1)c1ccccc1N=[N+]=[N-],true,,0.375000,in_domain,heteroatom_rich,359.227,2,0.1818,6
rnn-3303-04290,[N-]=[N+]=Nc1ccccc1CC(C)C1CCCC1=O,smiles-rnn-promptsmiles,CC(Cc1ccccc1N=[N+]=[N-])C1CCCC1=O,true,,0.500000,in_domain,flexible_sp3_rich,243.310,2,0.3889,4
rnn-3303-04293,[N-]=[N+]=Nc1ccccc1C(C)n1ccnn1,smiles-rnn-promptsmiles,CC(c1ccccc1N=[N+]=[N-])n1ccnn1,true,,0.367347,in_domain,heteroatom_rich,214.232,2,0.1250,6
rnn-3303-04384,[N-]=[N+]=Nc1ccccc1CCOC,smiles-rnn-promptsmiles,COCCc1ccccc1N=[N+]=[N-],true,,0.687500,in_domain,simple_aryl_tether,177.207,1,0.3077,4
rnn-3303-04547,[N-]=[N+]=Nc1ccccc1C(C)(C)NC(=S)NCCCC,smiles-rnn-promptsmiles,CCCCNC(=S)NC(C)(C)c1ccccc1N=[N+]=[N-],true,,0.428571,in_domain,flexible_sp3_rich,291.424,1,0.3500,6
rnn-3303-04603,[N-]=[N+]=Nc1ccccc1C1CC(C)(C)NC1=N,smiles-rnn-promptsmiles,CC1(C)CC(c2ccccc2N=[N+]=[N-])C(=N)N1,true,,0.454545,in_domain,heteroatom_rich,229.287,2,0.2941,5
rnn-3303-04614,[N-]=[N+]=Nc1ccccc1CCC(NCCC(=O)O)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)NCCC(=O)O,true,,0.600000,in_domain,heteroatom_rich,262.269,1,0.2105,7
rnn-3303-04618,[N-]=[N+]=Nc1ccccc1CCSC,smiles-rnn-promptsmiles,CSCCc1ccccc1N=[N+]=[N-],true,,0.666667,in_domain,simple_aryl_tether,193.275,1,0.3077,4
rnn-3303-04814,[N-]=[N+]=Nc1ccccc1CCCCC,smiles-rnn-promptsmiles,CCCCCc1ccccc1N=[N+]=[N-],true,,0.900000,in_domain,flexible_sp3_rich,189.262,1,0.3571,3
rnn-3303-05111,[N-]=[N+]=Nc1ccccc1CCC(N(C)C)=O,smiles-rnn-promptsmiles,CN(C)C(=O)CCc1ccccc1N=[N+]=[N-],true,,1.000000,in_domain,heteroatom_rich,218.260,1,0.2500,5
rnn-3303-05264,[N-]=[N+]=Nc1ccccc1C1OC(CSC)C(O)C1,smiles-rnn-promptsmiles,CSCC1OC(c2ccccc2N=[N+]=[N-])CC1O,true,,0.408163,in_domain,flexible_sp3_rich,265.338,2,0.5000,6
rnn-3303-05296,[N-]=[N+]=Nc1ccccc1C(CSC)S,smiles-rnn-promptsmiles,CSCC(S)c1ccccc1N=[N+]=[N-],true,,0.425000,in_domain,flexible_sp3_rich,225.342,1,0.3571,5
rnn-3303-05348,[N-]=[N+]=Nc1ccccc1C(CC)(C)S(=O)(=O)C(C)C,smiles-rnn-promptsmiles,CCC(C)(c1ccccc1N=[N+]=[N-])S(=O)(=O)C(C)C,true,,0.400000,in_domain,flexible_sp3_rich,281.381,1,0.4211,6
rnn-3303-05364,[N-]=[N+]=Nc1ccccc1CCC(NS(=O)(c1ccc(C(N(C)C)=O)cc1)=O)=O,smiles-rnn-promptsmiles,CN(C)C(=O)c1ccc(S(=O)(=O)NC(=O)CCc2ccccc2N=[N+]=[N-])cc1,true,,0.566038,in_domain,heteroatom_rich,401.448,2,0.1786,10
rnn-3303-05453,[N-]=[N+]=Nc1ccccc1C1CC(C(=O)N2CCN(c3ccccc3)CC2)C(C(O)=O)C1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CC(C(=O)O)C(C(=O)N2CCN(c3ccccc3)CC2)C1,true,,0.423077,in_domain,fused_or_polycyclic,419.485,4,0.2903,8
rnn-3303-05480,[N-]=[N+]=Nc1ccccc1C(CC)O,smiles-rnn-promptsmiles,CCC(O)c1ccccc1N=[N+]=[N-],true,,0.486486,in_domain,simple_aryl_tether,177.207,1,0.3077,4
rnn-3303-05845,[N-]=[N+]=Nc1ccccc1CCNC(=S)Nc1c(Cl)c(Cl)ccc1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCNC(=S)Nc1cccc(Cl)c1Cl,true,,0.520833,in_domain,heteroatom_rich,366.277,2,0.1739,8
rnn-3303-05871,[N-]=[N+]=Nc1ccccc1C1NC(=O)NC(=O)C1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1CC(=O)NC(=O)N1,true,,0.465116,in_domain,heteroatom_rich,231.215,2,0.1176,7
rnn-3303-06120,[N-]=[N+]=Nc1ccccc1C1OCC(Nc2ccccc2)C1O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1OCC(Nc2ccccc2)C1O,true,,0.434783,in_domain,fused_or_polycyclic,296.330,3,0.2727,6
rnn-3303-06140,[N-]=[N+]=Nc1ccccc1CCC(Nc1ccc(C)cc1)=O,smiles-rnn-promptsmiles,Cc1ccc(NC(=O)CCc2ccccc2N=[N+]=[N-])cc1,true,,0.608696,in_domain,heteroatom_rich,280.331,2,0.1429,5
rnn-3303-06246,[N-]=[N+]=Nc1ccccc1C(C)(CS(=O)(N)=O)F,smiles-rnn-promptsmiles,CC(F)(CS(N)(=O)=O)c1ccccc1N=[N+]=[N-],true,,0.377778,in_domain,flexible_sp3_rich,258.278,1,0.3529,8
rnn-3303-06265,[N-]=[N+]=Nc1ccccc1CCC(C)(C)C,smiles-rnn-promptsmiles,CC(C)(C)CCc1ccccc1N=[N+]=[N-],true,,0.666667,in_domain,flexible_sp3_rich,203.289,1,0.4000,3
rnn-3303-06281,[N-]=[N+]=Nc1ccccc1C1c2c(cc(Cl)c(OC)c2)NC(=O)C1,smiles-rnn-promptsmiles,COc1cc2c(cc1Cl)NC(=O)CC2c1ccccc1N=[N+]=[N-],true,,0.357143,in_domain,fused_or_polycyclic,328.759,3,0.1739,7
rnn-3303-06340,[N-]=[N+]=Nc1ccccc1C(C)CS,smiles-rnn-promptsmiles,CC(CS)c1ccccc1N=[N+]=[N-],true,,0.500000,in_domain,simple_aryl_tether,193.275,1,0.3077,4
rnn-3303-06435,[N-]=[N+]=Nc1ccccc1C(C)(C)N,smiles-rnn-promptsmiles,CC(C)(N)c1ccccc1N=[N+]=[N-],true,,0.444444,in_domain,simple_aryl_tether,176.223,1,0.3077,4
rnn-3303-06513,[N-]=[N+]=Nc1ccccc1C1N(Cc2ccc(OC)cc2)CCC1,smiles-rnn-promptsmiles,COc1ccc(CN2CCCC2c2ccccc2N=[N+]=[N-])cc1,true,,0.490566,in_domain,fused_or_polycyclic,308.385,3,0.3043,5
rnn-3303-06667,[N-]=[N+]=Nc1ccccc1CCCN1CCN(c2ccccc2OC)CC1,smiles-rnn-promptsmiles,COc1ccccc1N1CCN(CCCc2ccccc2N=[N+]=[N-])CC1,true,,0.480000,in_domain,fused_or_polycyclic,351.454,3,0.3462,6
rnn-3303-06669,[N-]=[N+]=Nc1ccccc1CCC(=O)NC12CCC(c3ccccc3)(O)CC1CCC2,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)NC12CCCC1CC(O)(c1ccccc1)CC2,true,,0.435484,in_domain,fused_or_polycyclic,404.514,4,0.4000,6
rnn-3303-06692,[N-]=[N+]=Nc1ccccc1CCC(Nc1nnn(CC)n1)=O,smiles-rnn-promptsmiles,CCn1nnc(NC(=O)CCc2ccccc2N=[N+]=[N-])n1,true,,0.518519,in_domain,heteroatom_rich,286.299,2,0.1905,9
rnn-3303-06721,[N-]=[N+]=Nc1ccccc1C(C1CCCCC1)C(=O)O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C(C(=O)O)C1CCCCC1,true,,0.454545,in_domain,flexible_sp3_rich,259.309,2,0.3684,5
rnn-3303-06744,[N-]=[N+]=Nc1ccccc1CCN1CCN(c2scc([N+](=O)[O-])n2)CC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCN1CCN(c2nc([N+](=O)[O-])cs2)CC1,true,,0.387097,in_domain,fused_or_polycyclic,359.415,3,0.2800,10
rnn-3303-06796,[N-]=[N+]=Nc1ccccc1C1C(c2ccccc2)SC(C)(C)C1=O,smiles-rnn-promptsmiles,CC1(C)SC(c2ccccc2)C(c2ccccc2N=[N+]=[N-])C1=O,true,,0.395833,in_domain,fused_or_polycyclic,323.421,3,0.2609,5
rnn-3303-06844,[N-]=[N+]=Nc1ccccc1CCC(Nc1sc2c(n1)CC(C)S2)=O,smiles-rnn-promptsmiles,CC1Cc2nc(NC(=O)CCc3ccccc3N=[N+]=[N-])sc2S1,true,,0.466667,in_domain,fused_or_polycyclic,345.453,3,0.2609,8
rnn-3303-07094,[N-]=[N+]=Nc1ccccc1CCc1nc(-c2ccc(OC)cc2)oc1,smiles-rnn-promptsmiles,COc1ccc(-c2nc(CCc3ccccc3N=[N+]=[N-])co2)cc1,true,,0.600000,in_domain,fused_or_polycyclic,320.352,3,0.1250,6
rnn-3303-07341,[N-]=[N+]=Nc1ccccc1C(CC)Cc1ccc(CNC)cc1,smiles-rnn-promptsmiles,CCC(Cc1ccc(CNC)cc1)c1ccccc1N=[N+]=[N-],true,,0.382979,in_domain,diaryl_or_bicyclic,294.402,2,0.3182,4
rnn-3303-07388,[N-]=[N+]=Nc1ccccc1C(CCC)N,smiles-rnn-promptsmiles,CCCC(N)c1ccccc1N=[N+]=[N-],true,,0.500000,in_domain,flexible_sp3_rich,190.250,1,0.3571,4
rnn-3303-07448,[N-]=[N+]=Nc1ccccc1C1CC(C)=[N+]([O-])C1,smiles-rnn-promptsmiles,CC1=[N+]([O-])CC(c2ccccc2N=[N+]=[N-])C1,true,,0.536585,in_domain,heteroatom_rich,216.244,2,0.2500,5
rnn-3303-07458,[N-]=[N+]=Nc1ccccc1CCO[N+](=O)[O-],smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCO[N+](=O)[O-],true,,0.552632,in_domain,heteroatom_rich,208.177,1,0.1333,7
rnn-3303-07464,[N-]=[N+]=Nc1ccccc1C(Cc1cccc(OC)c1OC)N,smiles-rnn-promptsmiles,COc1cccc(CC(N)c2ccccc2N=[N+]=[N-])c1OC,true,,0.410714,in_domain,heteroatom_rich,298.346,2,0.2273,6
rnn-3303-07606,[N-]=[N+]=Nc1ccccc1CCC(=O)N(CC)CC=C,smiles-rnn-promptsmiles,C=CCN(CC)C(=O)CCc1ccccc1N=[N+]=[N-],true,,0.638298,in_domain,heteroatom_rich,258.325,1,0.2632,5
rnn-3303-07804,[N-]=[N+]=Nc1ccccc1CCN1CCN(c2ccccc2OC(C)C)CC1,smiles-rnn-promptsmiles,CC(C)Oc1ccccc1N1CCN(CCc2ccccc2N=[N+]=[N-])CC1,true,,0.431373,in_domain,fused_or_polycyclic,365.481,3,0.3704,6
rnn-3303-07859,[N-]=[N+]=Nc1ccccc1CCC(=O)Nc1ccc(C)cc1C,smiles-rnn-promptsmiles,Cc1ccc(NC(=O)CCc2ccccc2N=[N+]=[N-])c(C)c1,true,,0.560000,in_domain,heteroatom_rich,294.358,2,0.1818,5
rnn-3303-07918,[N-]=[N+]=Nc1ccccc1C(C)c1ccc(CC(=O)O)cc1,smiles-rnn-promptsmiles,CC(c1ccc(CC(=O)O)cc1)c1ccccc1N=[N+]=[N-],true,,0.428571,in_domain,heteroatom_rich,281.315,2,0.1429,5
rnn-3303-07991,[N-]=[N+]=Nc1ccccc1CCCS(=O)(N)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCCS(N)(=O)=O,true,,0.605263,in_domain,heteroatom_rich,240.288,1,0.3125,7
rnn-3303-08038,[N-]=[N+]=Nc1ccccc1CCC(NCc1ccccc1F)=O,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCC(=O)NCc1ccccc1F,true,,0.574468,in_domain,heteroatom_rich,298.321,2,0.1818,6
rnn-3303-08117,[N-]=[N+]=Nc1ccccc1CCN1CCCC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1CCN1CCCC1,true,,0.567568,in_domain,flexible_sp3_rich,216.288,2,0.4375,4
rnn-3303-08169,[N-]=[N+]=Nc1ccccc1C(C)(C)C=C,smiles-rnn-promptsmiles,C=CC(C)(C)c1ccccc1N=[N+]=[N-],true,,0.450000,in_domain,simple_aryl_tether,187.246,1,0.2143,3
rnn-3303-08359,[N-]=[N+]=Nc1ccccc1C(C)Sc1oc2ccccc2n1,smiles-rnn-promptsmiles,CC(Sc1nc2ccccc2o1)c1ccccc1N=[N+]=[N-],true,,0.350877,in_domain,fused_or_polycyclic,296.355,3,0.1429,6
rnn-3303-08458,[N-]=[N+]=Nc1ccccc1CCNC(c1cc(C)c(C)nc1SC)=O,smiles-rnn-promptsmiles,CSc1nc(C)c(C)cc1C(=O)NCCc1ccccc1N=[N+]=[N-],true,,0.440678,in_domain,heteroatom_rich,341.440,2,0.2500,7
rnn-3303-08975,[N-]=[N+]=Nc1ccccc1C(C)OC1=NCCN1,smiles-rnn-promptsmiles,CC(OC1=NCCN1)c1ccccc1N=[N+]=[N-],true,,0.351852,in_domain,heteroatom_rich,231.259,2,0.2353,6
rnn-3303-09049,[N-]=[N+]=Nc1ccccc1C1(O)CCCC1,smiles-rnn-promptsmiles,[N-]=[N+]=Nc1ccccc1C1(O)CCCC1,true,,0.533333,in_domain,flexible_sp3_rich,203.245,2,0.4000,4
